datetime_0,target,number_0,number_1,number_2,number_3,number_4,number_5,number_6,number_7,number_8,number_9,number_10,number_11,number_12,number_13,number_14,number_15,number_16,number_17,number_18,number_19,number_20,number_21,number_22,number_23,number_24,number_25,number_26,number_27,number_28,number_29,number_30,number_31,number_32,number_33,number_34,number_35,number_36,number_37,number_38,line_id
2017-08-12,0.0,0.6194144838212634,0.17501007464300272,0.4723618090452262,0.8274547187797903,0.3961691379763677,0.6363636363636364,0.4255910987482614,0.6246056782334385,0.6412698412698415,0,0,0.9818202348690154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,246
2017-08-26,0.0,0.4954040699218958,0.2371918795767061,0.5175879396984924,0.8322211630123928,0.3961691379763677,0.6363636363636364,0.4200278164116829,0.5804416403785487,0.6063492063492062,0,0,0.9826106594399278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,248
2017-07-06,27.23679553379,0.5638382657669624,0.08356389755639848,0.6407035175879398,0.882745471877979,0.3930697092592444,0.6363636363636364,0.12517385257301808,0.6277602523659306,0.6349206349206348,0,0,0.9797312556458898,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,252
2017-02-05,0.0,0.3603421709792253,0.048485620565516516,0.8768844221105532,0.9771210676835079,0.009736508720629136,1.0,0.5938803894297635,0.9842271293375398,0.984126984126984,0,0,0.9712059620596206,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253
2017-08-24,30.300278388173336,0.5291961107273789,0.24874632769608745,0.4773869346733667,0.8293612964728312,0.3961691379763677,0.6363636363636364,0.10013908205841447,0.5867507886435334,0.6126984126984124,0,0,0.9824977416440832,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,254
2017-08-02,27.894975316679997,0.4947133521066894,0.09138256177342846,0.5603015075376884,0.8789323164918971,0.3944003123331766,0.6363636363636364,0.12100139082058416,0.6403785488958993,0.6476190476190478,0,0,0.9812556458897922,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,255
2017-06-15,30.188104106129998,0.5100685404601243,0.10831793601883738,0.7010050251256282,0.8894184938036225,0.3939541220808401,0.7272727272727273,0.12517385257301808,0.6719242902208203,0.6317460317460316,0,0,0.9785456187895212,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,256
2017-08-16,30.23585934842,0.6001806492747463,0.17846817786602565,0.5100502512562816,0.8408007626310773,0.39705355079796345,0.6363636363636364,0.1043115438108484,0.6151419558359624,0.6317460317460316,0,0,0.9820460704607046,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,257
2017-03-08,0.0,0.4703788321555709,0.1939605904569452,0.7688442211055276,0.9513822688274548,0.0017688256431912163,1.0,0.3490959666203059,0.993690851735016,0.9968253968253971,1,0,0.9729561878952124,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263
2017-07-03,37.753452465626665,0.3607672280962754,0.08294722212200728,0.6432160804020101,0.8913250714966634,0.38333320053861536,0.6363636363636364,0.29624478442280944,0.6277602523659306,0.6317460317460316,0,0,0.9795618789521228,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,264
2017-06-22,28.462950271616663,0.7307794484883905,0.05614934465445926,0.5778894472361811,0.8684461391801716,0.3957229477240313,0.6363636363636364,0.11126564673157162,0.6277602523659306,0.6317460317460316,0,0,0.9789408310749774,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265
2017-03-09,26.92447131980667,0.5175601721481324,0.1735529742803262,0.8718592964824121,0.9685414680648236,0.001234990877002829,1.0,0.15438108484005564,0.9842271293375398,0.9904761904761908,0,0,0.9730126467931346,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266
2017-05-29,34.844161771740005,0.3035439137134052,0.07664328089823816,0.7035175879396985,0.8836987607244995,0.1987458866836113,0.7272727272727273,0.6606397774687065,0.7066246056782335,0.7047619047619048,0,0,0.977585817524842,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,268
2017-10-29,0.0,0.3530630678497423,0.2757234532214051,0.3391959798994977,0.7874165872259294,0.4014756149059414,0.3636363636363637,0.3699582753824756,0.3438485804416402,0.3333333333333333,0,0,0.9862240289069556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,269
2017-12-06,27.791335497909998,0.3710217310451092,0.4360991840081201,0.4020100502512565,0.8045757864632983,0.3999298843889186,0.3636363636363637,0.09179415855354657,0.3186119873817035,0.3015873015873014,0,0,0.9883694670280035,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,271
2017-07-18,27.83176255695333,0.6066096381701291,0.10813701379603974,0.6005025125628141,0.8798856053384175,0.3957229477240313,0.6363636363636364,0.11961057023643948,0.6309148264984227,0.6349206349206348,0,0,0.9804087624209576,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,273
2017-12-19,36.53585758346,0.7143616173423304,0.4780113168645799,0.2537688442211057,0.7559580552907531,0.599623925358745,0.18181818181818185,0.051460361613351865,0.2365930599369086,0.23174603174603164,0,0,0.9891034327009935,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,274
2017-02-22,35.84709329009,0.5685670261941449,0.1909934878914402,0.9296482412060304,0.9876072449952334,0.002207048212450253,1.0,1.0,1.0,1.0,0,1,0.9721657633243,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275
2017-01-31,32.5917635896,0.2579034057701504,0.15132992135148354,0.9472361809045228,0.9866539561487131,0.007521492825101304,1.0,0.172461752433936,0.9810725552050478,0.984126984126984,0,0,0.970923667570009,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,277
2017-03-28,65.5074433091,0.3622017958663195,0.12928040183936074,0.8366834170854275,0.9590085795996188,0.19476204514489232,0.9090909090909092,0.1418636995827538,0.9274447949526818,0.9174603174603176,0,0,0.9740853658536586,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,279
2017-04-05,25.726783774770002,0.6452898358216886,0.033378961034894544,0.7236180904522613,0.9485224022878932,0.1996302995052069,0.9090909090909092,0.13351877607788595,0.914826498422713,0.9142857142857144,0,0,0.9745370370370372,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280
2017-04-26,34.21328241713334,0.12411667817863033,0.20933524358126532,0.7889447236180904,0.9332697807435651,0.19896898180977945,0.9090909090909092,0.13351877607788595,0.8643533123028392,0.8349206349206351,0,0,0.9757226738934056,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282
2017-05-08,0.0,0.6930556293501938,0.0,0.7412060301507539,0.9142040038131554,0.19697706104042,0.7272727272727273,0.8831710709318498,0.7981072555205051,0.7968253968253967,1,0,0.9764001806684732,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283
2017-08-20,0.0,0.6832261835184101,0.1985682564343538,0.5150753768844222,0.8436606291706387,0.3957229477240313,0.6363636363636364,0.4130737134909597,0.6151419558359624,0.6253968253968254,0,0,0.982271906052394,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,284
2017-04-30,0.0,0.4160777854524202,0.06419636084026603,0.8140703517587944,0.9342230695900858,0.19829969643127468,0.9090909090909092,0.7148817802503477,0.8611987381703471,0.8349206349206351,0,0,0.9759485094850948,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285
2017-02-03,24.82895741566334,0.3603421709792253,0.048485620565516516,0.8768844221105532,0.9771210676835079,0.009736508720629136,1.0,0.5938803894297635,0.9842271293375398,0.984126984126984,0,0,0.971093044263776,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287
2017-05-07,0.0,0.6930556293501938,0.0,0.7412060301507539,0.9142040038131554,0.19697706104042,0.7272727272727273,0.8831710709318498,0.7981072555205051,0.7968253968253967,0,0,0.9763437217705512,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289
2017-02-23,0.0,0.5685670261941449,0.1909934878914402,0.9296482412060304,0.9876072449952334,0.002207048212450253,1.0,1.0,1.0,1.0,1,0,0.9722222222222222,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291
2017-12-02,0.0,0.4557674937569736,0.3455059496349576,0.4371859296482416,0.8007626310772165,0.3999298843889186,0.3636363636363637,0.37134909596662025,0.3123028391167194,0.3047619047619048,0,0,0.9881436314363145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,292
2017-04-24,31.64677203849,0.4776579352850539,0.19331936750388354,0.7663316582914573,0.9332697807435651,0.1960926482188245,0.9090909090909092,0.13351877607788595,0.8832807570977921,0.8571428571428573,0,0,0.975609756097561,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294
2017-05-06,0.0,0.6930556293501938,0.0,0.7412060301507539,0.9142040038131554,0.19697706104042,0.7272727272727273,0.8831710709318498,0.7981072555205051,0.7968253968253967,0,0,0.9762872628726288,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295
2017-10-03,29.902853810553328,0.6679241273046066,0.19478497475458229,0.4396984924623119,0.8188751191611058,0.39793796361955897,0.4545454545454545,0.09457579972183587,0.4321766561514197,0.43809523809523815,0,0,0.9847560975609756,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,297
2017-06-03,0.0,0.35869507465065625,0.1070135544098029,0.6859296482412061,0.8865586272640611,0.1996302995052069,0.7272727272727273,0.4951321279554937,0.7066246056782335,0.6888888888888887,0,0,0.9778681120144534,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298
2017-01-13,24.699353323630003,0.7673343605546995,0.1107785001372623,0.9020100502512566,0.9790276453765492,0.009736508720629136,1.0,0.7538247566063977,0.9905362776025238,0.984126984126984,0,0,0.9699074074074074,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299
2017-09-08,27.32578980467,0.4180436746187768,0.25587811394732185,0.4899497487437187,0.8293612964728312,0.3957229477240313,0.6363636363636364,0.3546592489568845,0.5583596214511044,0.5365079365079367,0,0,0.9833446251129178,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,300
2017-11-27,45.81157491919999,0.4535890760320918,0.4295109837604602,0.3919597989949748,0.7940896091515729,0.4009258447735983,0.3636363636363637,0.08901251738525731,0.31545741324921145,0.3079365079365079,0,0,0.9878613369467028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,302
2017-11-05,0.0,0.6652143881834122,0.28521371206113183,0.3793969849246233,0.7940896091515729,0.4014756149059414,0.3636363636363637,0.4770514603616134,0.3186119873817035,0.3206349206349206,0,0,0.986619241192412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,304
2017-07-29,0.0,0.4547048509643482,0.08767244051380338,0.6783919597989951,0.8875119161105816,0.3966073605456269,0.6363636363636364,0.4867872044506259,0.6277602523659306,0.6317460317460316,0,0,0.9810298102981031,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,305
2017-05-23,50.59550583550666,0.4663939216832261,0.12407960817983665,0.6331658291457288,0.8817921830314586,0.1991920769359478,0.7272727272727273,0.12378303198887344,0.7160883280757101,0.7269841269841271,0,0,0.977247064137308,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307
2017-06-29,38.972182068026655,0.4002975399819351,0.0764394320798007,0.6733668341708545,0.8846520495710201,0.392623519006908,0.6363636363636364,0.12517385257301808,0.6246056782334385,0.6253968253968254,0,0,0.9793360433604336,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308
2017-03-12,0.0,0.4858402847882685,0.16937558054667204,0.8668341708542715,0.9685414680648236,0.0010597018492991962,1.0,0.5730180806675939,0.9810725552050478,0.9873015873015876,0,0,0.9731820234869016,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310
2017-12-25,95.24970482978668,0.6423144360023377,0.4939378114599535,0.34422110552763824,0.7607244995233556,0.6006198857434246,0.18181818181818185,0.3963838664812239,0.20504731861198727,0.20317460317460312,0,0,0.9894421860885276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,312
2017-08-05,0.0,0.5236172360660963,0.14419427505544066,0.4698492462311559,0.8789323164918971,0.3944003123331766,0.6363636363636364,0.12100139082058416,0.6403785488958993,0.653968253968254,0,0,0.9814250225835592,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,314
2017-02-25,0.0,0.5685670261941449,0.1909934878914402,0.9296482412060304,0.9876072449952334,0.002207048212450253,1.0,1.0,1.0,1.0,1,0,0.9723351400180668,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315
2017-04-22,0.0,0.46352478614313797,0.19470066900965566,0.7738693467336687,0.9380362249761678,0.19829969643127468,0.9090909090909092,0.5076495132127956,0.8927444794952681,0.876190476190476,0,0,0.9754968383017164,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316
2017-08-07,31.4921531457,0.39997874714414733,0.1841364540096795,0.4447236180904524,0.8217349857006672,0.3957229477240313,0.6363636363636364,0.10848400556328233,0.6403785488958993,0.6476190476190478,0,0,0.9815379403794038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,320
2017-06-07,26.253185986156662,0.7356144731948356,0.1080629186830508,0.6708542713567842,0.894184938036225,0.1996302995052069,0.7272727272727273,0.12656467315716272,0.7034700315457414,0.6857142857142856,0,0,0.9780939476061428,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321
2017-08-28,35.122263817280015,0.26241963763880777,0.22677987161561955,0.5301507537688444,0.8341277407054337,0.3961691379763677,0.6363636363636364,0.10292072322670376,0.5678233438485806,0.6,0,0,0.9827235772357724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,322
2018-01-05,0.0,0.6523032782530153,0.4362996075913943,0.1809045226130655,0.0,0.5961340801708271,0.18181818181818185,0.2739916550764951,0.1861198738170347,0.1936507936507935,1,0,0.990063233965673,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325
2017-10-16,31.884942021136666,0.5016736623983847,0.34573302379579784,0.4346733668341708,0.8102955195424213,0.4014756149059414,0.4545454545454545,0.08762169680111265,0.3848580441640379,0.39682539682539664,0,0,0.9854900632339656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,326
2017-02-08,22.923018361529998,0.4880718346527815,0.1192505205669739,0.9472361809045228,0.9837940896091516,0.0048682543603145246,1.0,0.16689847009735745,0.9842271293375398,0.9904761904761908,0,0,0.9713753387533876,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327
2017-11-12,0.0,0.6210084480102013,0.3001914224320431,0.341708542713568,0.7816968541468065,0.4005912020843459,0.3636363636363637,0.3630041724617524,0.30283911671924296,0.311111111111111,0,0,0.987014453477868,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,329
2017-05-31,35.62662279319335,0.3441368683916901,0.0770445037166567,0.6733668341708545,0.8836987607244995,0.19786147386201566,0.7272727272727273,0.12795549374130738,0.7066246056782335,0.6984126984126986,0,0,0.9776987353206864,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330
2017-09-24,0.0,0.7438499548376813,0.1885105857972352,0.3819095477386936,0.7979027645376549,0.39705355079796345,0.4545454545454545,0.32127955493741306,0.4921135646687698,0.4666666666666667,0,0,0.9842479674796748,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,334
2017-05-03,25.730810938289995,0.4342489772063121,0.06161827980211858,0.7361809045226133,0.9046711153479504,0.19653087078808354,0.7272727272727273,0.13630041724617525,0.8075709779179812,0.8126984126984127,0,0,0.9761178861788616,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336
2017-04-15,0.0,0.4171404282450455,0.1748698056430761,0.7914572864321607,0.9466158245948522,0.19564645796648789,0.9090909090909092,0.5257301808066759,0.9022082018927448,0.9015873015873014,0,0,0.9751016260162602,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339
2017-03-29,27.812423631166663,0.2988151532862229,0.12368298487841205,0.8366834170854275,0.9656816015252622,0.19520823539722884,0.9090909090909092,0.14603616133518774,0.9179810725552052,0.9142857142857144,0,0,0.9741418247515808,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
2017-12-09,0.0,0.5904043355825939,0.3834133259341944,0.4070351758793971,0.8007626310772165,0.3999298843889186,0.3636363636363637,0.368567454798331,0.3217665615141955,0.3015873015873014,0,0,0.9885388437217706,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,343
2017-06-16,25.52030150799999,0.43037033101322986,0.1078305321540298,0.7035175879396985,0.8922783603431839,0.3957229477240313,0.7272727272727273,0.4840055632823366,0.6656151419558363,0.6253968253968254,0,0,0.9786020776874436,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344
2017-09-26,33.416637638640005,0.5151160937250943,0.17874192455332705,0.3793969849246233,0.7959961868446138,0.3966073605456269,0.4545454545454545,0.07093184979137691,0.4416403785488959,0.43809523809523815,0,0,0.9843608852755196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,347
2017-07-01,0.0,0.4318580309229052,0.07680501825465479,0.6582914572864322,0.894184938036225,0.38333320053861536,0.6363636363636364,0.478442280945758,0.6372239747634073,0.6317460317460316,0,0,0.9794489611562782,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,348
2017-08-30,31.16969172580333,0.4496572976993783,0.22672545829432034,0.5251256281407037,0.8388941849380362,0.3961691379763677,0.6363636363636364,0.10292072322670376,0.5615141955835965,0.5904761904761907,0,0,0.9828364950316172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,349
2017-10-15,0.0,0.4629934647468254,0.3457456332755053,0.4246231155778896,0.8083889418493804,0.4014756149059414,0.4545454545454545,0.39360222531293454,0.3880126182965299,0.3999999999999997,0,0,0.9854336043360432,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350
2017-10-19,32.47437071013667,0.6053875989586099,0.3423365659320485,0.3467336683417085,0.7826501429933271,0.4019218051582781,0.4545454545454545,0.08901251738525731,0.36593059936908506,0.36507936507936495,0,0,0.9856594399277326,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,351
2017-10-28,0.0,0.3530630678497423,0.2757234532214051,0.3391959798994977,0.7874165872259294,0.4014756149059414,0.3636363636363637,0.3699582753824756,0.3438485804416402,0.3333333333333333,0,0,0.9861675700090334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,353
2017-09-15,27.18604827453667,0.12443547101641785,0.35301666805505033,0.5577889447236181,0.8408007626310773,0.39705355079796345,0.6363636363636364,0.3755215577190542,0.5362776025236595,0.5238095238095237,0,0,0.9837398373983741,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,354
2017-07-23,0.0,0.6655331810211997,0.11425247539127525,0.6256281407035179,0.8808388941849379,0.39705355079796345,0.6363636363636364,0.4659248956884562,0.6277602523659306,0.6317460317460316,0,0,0.9806910569105692,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,355
2017-04-13,23.491878468090004,0.5227139896923648,0.17278956390121827,0.7713567839195979,0.9437559580552908,0.19564645796648789,0.9090909090909092,0.1376912378303199,0.9022082018927448,0.9079365079365082,0,0,0.9749887082204156,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356
2017-06-01,25.12888849787333,0.2713989692364911,0.1210310364847087,0.6834170854271356,0.8865586272640611,0.1996302995052069,0.7272727272727273,0.12795549374130738,0.7066246056782335,0.6952380952380954,0,0,0.9777551942186088,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357
2017-12-13,31.13014318333333,0.6610700812921736,0.5543591638352597,0.3768844221105528,0.7855100095328885,0.3999298843889186,0.3636363636363637,0.07093184979137691,0.32807570977917994,0.3047619047619048,0,0,0.9887646793134598,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,358
2017-12-23,0.0,0.753094947133521,0.4464316691303761,0.2688442211055277,0.7521448999046708,0.6006198857434246,0.18181818181818185,0.3963838664812239,0.2082018927444796,0.20317460317460312,0,0,0.9893292682926829,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,361
2017-02-13,32.7320566523,0.44615057648371503,0.1480892732351115,0.939698492462312,0.9933269780743564,0.0053064769295735606,1.0,0.16411682892906812,0.9905362776025238,0.9968253968253971,0,0,0.9716576332429993,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362
2017-05-15,32.34898512192334,0.7200998884225067,0.0478393011701523,0.6356783919597991,0.8875119161105816,0.19786147386201566,0.7272727272727273,0.12378303198887344,0.7476340694006312,0.7587301587301588,0,0,0.9767953929539296,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,363
2017-03-15,31.605756511083328,0.4405185696828012,0.1679478461034269,0.8919597989949749,0.9752144899904672,0.0048682543603145246,1.0,0.15577190542420027,0.9810725552050478,0.9873015873015876,0,0,0.9733514001806683,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,364
2017-05-14,0.0,0.7928377875777057,0.04820126393129733,0.6331658291457288,0.8846520495710201,0.19741528360967905,0.7272727272727273,0.4700973574408902,0.7539432176656152,0.7587301587301588,0,0,0.9767389340560072,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365
2017-06-14,38.59492114080667,0.5259019180702407,0.1328966811207548,0.6834170854271356,0.8846520495710201,0.1996302995052069,0.7272727272727273,0.12656467315716272,0.6750788643533124,0.6380952380952378,0,0,0.9784891598915988,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366
2017-11-08,34.791593424023326,0.2053025875352001,0.5555956027398887,0.32412060301507545,0.7721639656816015,0.4005912020843459,0.3636363636363637,0.08066759388038942,0.3123028391167194,0.3174603174603175,0,0,0.9867886178861788,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,367
2018-01-04,0.0,0.6523032782530153,0.4362996075913943,0.1809045226130655,0.0,0.5961340801708271,0.18181818181818185,0.2739916550764951,0.1861198738170347,0.1936507936507935,1,0,0.9900067750677508,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368
2017-12-30,0.0,0.6523032782530153,0.4362996075913943,0.1809045226130655,0.0,0.5961340801708271,0.18181818181818185,0.2739916550764951,0.1861198738170347,0.1936507936507935,0,0,0.9897244805781392,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,369
2017-12-26,71.70621899030333,0.4015195791934541,0.4551958254416985,0.27889447236180914,0.7607244995233556,0.6006198857434246,0.18181818181818185,0.05980528511821975,0.20504731861198727,0.20317460317460312,0,0,0.98949864498645,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,372
2017-12-31,0.0,0.6523032782530153,0.4362996075913943,0.1809045226130655,0.0,0.5961340801708271,0.18181818181818185,0.2739916550764951,0.1861198738170347,0.1936507936507935,0,0,0.9897809394760614,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,374
2017-05-11,38.69404275563333,0.7247223845704267,0.048342630307947256,0.6407035175879398,0.8903717826501429,0.19741528360967905,0.7272727272727273,0.12378303198887344,0.7539432176656152,0.7650793650793649,0,0,0.9765695573622404,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376
2017-02-04,0.0,0.3603421709792253,0.048485620565516516,0.8768844221105532,0.9771210676835079,0.009736508720629136,1.0,0.5938803894297635,0.9842271293375398,0.984126984126984,0,0,0.9711495031616982,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377
2017-03-25,0.0,0.5489612666702088,0.1300245977732002,0.8216080402010052,0.9599618684461392,0.1960926482188245,1.0,0.5299026425591099,0.971608832807571,0.942857142857143,0,0,0.9739159891598916,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382
2017-08-18,23.647897183033336,0.6832261835184101,0.1985682564343538,0.5150753768844222,0.8436606291706387,0.3957229477240313,0.6363636363636364,0.4130737134909597,0.6151419558359624,0.6253968253968254,0,0,0.9821589882565492,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,384
